Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
G5ER2KUM,Laptop,Electronics,Product_3QA6A,263.27,42,3,13x16x20 cm,2023-07-30,2024-01-01,CPVEI8,"TP5,NED",Red/Small,1
88OYV8O1,Monitor,Clothing,Product_LDU5I,29.04,76,1,14x6x5 cm,2023-01-01,2026-01-01,EXYZY4,"BUK,IFL",Green/Large,5
MDNP1M45,Smartphone,Electronics,Product_SM7QT,68.19,36,1,16x19x20 cm,2023-01-01,2025-01-01,W9M6SF,"S1N,7HL",Red/Small,3
PMJ49WI1,Smartphone,Home Appliances,Product_I6SJZ,55.81,22,3,15x10x8 cm,2023-01-01,2025-01-01,BC8OZ3,"VEA,ZJ8",Red/Small,3
Q46SQSNV,Monitor,Electronics,Product_75UFN,353.75,100,2,13x18x12 cm,2023-01-01,2024-01-01,YZ0NQA,"WA5,22L",Blue/Medium,3
M2EA7N35,Headphones,Home Appliances,Product_R5ULO,261.53,92,2,14x9x15 cm,2023-07-30,2026-01-01,2JHAN9,"UZ4,GT3",Blue/Medium,2
2H1N18S7,Headphones,Electronics,Product_9H8JD,182.06,20,3,6x11x19 cm,2023-07-30,2026-01-01,WVFC7J,"H53,1RQ",Red/Small,4
KQNFQDK7,Monitor,Clothing,Product_SKRQW,269.01,38,1,16x13x8 cm,2023-07-30,2025-01-01,XQ2FSL,"GPT,CR3",Blue/Medium,1
80I5VAMQ,Monitor,Home Appliances,Product_C1IGT,20.57,14,2,20x8x17 cm,2023-03-15,2026-01-01,9RJI2D,"0WF,SAM",Blue/Medium,3
6G3NLVB5,Monitor,Electronics,Product_PRZC9,193.04,68,1,20x17x20 cm,2023-01-01,2025-01-01,NDKPP8,"8N8,JF8",Red/Small,2
807M5B0Z,Smartphone,Clothing,Product_18XKK,330.82,81,3,11x17x12 cm,2023-07-30,2025-01-01,ID0WC3,"5WP,1K1",Red/Small,1
VY3371EV,Laptop,Electronics,Product_VKY5D,491.81,2,2,15x16x17 cm,2023-03-15,2025-01-01,0HI5ZD,"MN4,AJ1",Green/Large,5
TQBY3W2I,Smartphone,Home Appliances,Product_SB271,482.32,78,1,12x11x8 cm,2023-03-15,2024-01-01,YVWQLV,"S4W,CB2",Green/Large,4
VSTB8CXZ,Laptop,Home Appliances,Product_Y43NR,430.3,53,1,19x19x18 cm,2023-01-01,2026-01-01,IKFF4N,"Z9C,XOM",Green/Large,5
A1DYWSGA,Laptop,Clothing,Product_V6E01,122.91,4,3,6x19x5 cm,2023-01-01,2024-01-01,2WTSSN,"T4P,7ZB",Red/Small,2
VEJVXBQ1,Monitor,Clothing,Product_DYQQ1,336.67,99,3,13x16x16 cm,2023-07-30,2024-01-01,62PF22,"MTT,Z8L",Green/Large,3
SAI0DFEE,Smartphone,Clothing,Product_I16A3,18.47,100,2,19x13x16 cm,2023-01-01,2026-01-01,EKP9E4,"8YP,SYP",Green/Large,1
3IKRGIHK,Smartphone,Clothing,Product_2DAZD,422.26,35,3,13x18x10 cm,2023-03-15,2024-01-01,NF47A1,"1AV,6CH",Green/Large,5
PP8O5LWA,Headphones,Home Appliances,Product_H9WEG,463.59,80,1,15x8x6 cm,2023-01-01,2025-01-01,X758ZX,"D7M,MY4",Blue/Medium,2
0ERXXK8W,Laptop,Clothing,Product_BYXG6,295.69,94,1,5x17x11 cm,2023-01-01,2026-01-01,48WDW4,"6PG,6I4",Green/Large,3
B021WQCN,Headphones,Clothing,Product_VUAUQ,484.4,93,1,12x18x7 cm,2023-03-15,2026-01-01,5GXNZR,"M7R,TU1",Red/Small,3
FBBL2S4D,Laptop,Clothing,Product_OADL0,173.36,3,2,20x8x20 cm,2023-07-30,2024-01-01,WX5MG4,"XIJ,2L9",Green/Large,3
AUCEIAEO,Laptop,Home Appliances,Product_M59WR,339.84,47,1,16x6x7 cm,2023-07-30,2024-01-01,WNZ3KP,"GMP,GE7",Red/Small,2
3X5IALTX,Monitor,Clothing,Product_PKKYC,12.72,44,2,12x18x7 cm,2023-07-30,2026-01-01,GYNBNH,"MOZ,MCR",Blue/Medium,1
UW6S2EMD,Smartphone,Electronics,Product_6Z756,152.37,85,2,5x17x8 cm,2023-01-01,2026-01-01,Q39JXR,"4TV,HQR",Green/Large,2
P1DSN1F3,Monitor,Clothing,Product_7CFX0,425.81,44,1,10x14x20 cm,2023-07-30,2024-01-01,17P0DF,"6H5,3NN",Red/Small,1
XP1G7FK2,Smartphone,Electronics,Product_7RNFF,179.46,24,1,8x20x8 cm,2023-01-01,2026-01-01,R5X4E0,"0J4,563",Red/Small,2
1954T4PZ,Monitor,Electronics,Product_EQI15,438.48,87,1,5x19x14 cm,2023-03-15,2024-01-01,ZUCPFY,"RMM,KNS",Blue/Medium,3
TWNQMAFE,Headphones,Home Appliances,Product_JPIU5,72.42,43,2,9x14x17 cm,2023-07-30,2025-01-01,0CJ7WU,"WZ0,L39",Blue/Medium,4
3DIG6YAQ,Headphones,Home Appliances,Product_O2HJS,175.56,58,1,20x18x9 cm,2023-03-15,2025-01-01,JPDI1F,"M2K,J20",Green/Large,1
0QDDGYRX,Laptop,Home Appliances,Product_7X15D,77.35,90,1,15x16x8 cm,2023-03-15,2025-01-01,9Y6VBD,"AW0,XAP",Green/Large,3
ZQMAL9MA,Monitor,Electronics,Product_9FHL5,308.53,75,2,15x17x9 cm,2023-01-01,2026-01-01,3QO6I7,"ZN4,8RA",Blue/Medium,2
0QERJ1H1,Monitor,Home Appliances,Product_B13L8,437.37,77,3,16x15x18 cm,2023-03-15,2025-01-01,SRF4E7,"6CA,ZZP",Green/Large,1
44U5Y6TM,Smartphone,Electronics,Product_7EC6R,190.59,97,3,12x14x6 cm,2023-03-15,2026-01-01,2RQ90P,"OSM,1SM",Red/Small,1
ZZKKWP62,Headphones,Clothing,Product_CC2SA,167.96,82,3,15x11x5 cm,2023-07-30,2024-01-01,DRWR98,"GGV,TU0",Blue/Medium,5
1SG2PA7E,Monitor,Home Appliances,Product_W5BHE,371.86,27,3,8x5x8 cm,2023-03-15,2025-01-01,52DGNY,"DYZ,7VH",Green/Large,1
VG4ZN86Y,Headphones,Home Appliances,Product_BK74S,449.07,35,2,7x16x14 cm,2023-07-30,2024-01-01,0BHUBG,"PEY,FCL",Red/Small,4
YSBH4J80,Monitor,Home Appliances,Product_8PCS5,415.05,31,3,13x18x7 cm,2023-03-15,2025-01-01,4R6B4M,"QRS,NA1",Red/Small,3
BJH9DHJ2,Monitor,Home Appliances,Product_7FOUK,357.02,49,1,11x7x5 cm,2023-01-01,2026-01-01,8IM3C0,"9PU,96B",Green/Large,5
V0WHWYEH,Headphones,Electronics,Product_BN2Y4,160.47,66,1,20x18x20 cm,2023-03-15,2024-01-01,3Y9NX5,"GWU,GUW",Red/Small,1
TEXXF7U9,Headphones,Home Appliances,Product_QZTAT,488.58,94,1,12x5x11 cm,2023-07-30,2025-01-01,ZSBZVJ,"D1J,B2H",Green/Large,4
MENO1QRM,Laptop,Clothing,Product_5T7R9,95.98,85,3,14x8x13 cm,2023-01-01,2025-01-01,I59FRL,"OXN,IOU",Red/Small,4
GTGXGBPZ,Headphones,Electronics,Product_4OK7T,300.27,7,1,14x5x15 cm,2023-07-30,2025-01-01,0XYFLI,"ZT9,RGD",Green/Large,2
D0SJG0OL,Smartphone,Clothing,Product_CUCNX,286.77,50,1,6x8x7 cm,2023-03-15,2024-01-01,3CJD2S,"DTG,RA1",Red/Small,4
16VR66X2,Laptop,Electronics,Product_60VAX,245.68,29,1,13x9x16 cm,2023-01-01,2024-01-01,MZL8H0,"2EV,7F8",Blue/Medium,5
KTKCQ8GB,Headphones,Electronics,Product_N9VL8,378.74,70,1,14x11x20 cm,2023-03-15,2026-01-01,99ZFA5,"XFU,WIP",Blue/Medium,1
AKXBD7R7,Monitor,Home Appliances,Product_0UYUP,320.46,69,2,8x13x19 cm,2023-07-30,2026-01-01,CQE8TF,"3FL,XPG",Red/Small,5
BAAZYZ8A,Smartphone,Home Appliances,Product_KSRIA,419.95,71,3,13x15x19 cm,2023-01-01,2026-01-01,ZYW8VY,"847,RQC",Blue/Medium,1
8D2OO0QB,Smartphone,Electronics,Product_YKTIZ,250.0,1,2,15x6x11 cm,2023-01-01,2025-01-01,PNDJOL,"T61,S60",Green/Large,5
EHNELOZ6,Headphones,Electronics,Product_974AQ,282.2,48,1,10x5x13 cm,2023-03-15,2025-01-01,D1DI9J,"C75,0CO",Blue/Medium,1
SIZEDAYY,Headphones,Clothing,Product_LKBUI,458.19,17,3,19x9x17 cm,2023-01-01,2026-01-01,8FTF59,"SS6,174",Blue/Medium,5
E0SRYYL0,Laptop,Electronics,Product_A39W0,275.0,5,1,12x18x9 cm,2023-07-30,2026-01-01,E5Z0KJ,"L40,KEP",Blue/Medium,2
U6NNWNWY,Monitor,Electronics,Product_YFRO6,245.8,95,1,10x12x6 cm,2023-07-30,2026-01-01,1JT2XP,"B0T,ISL",Blue/Medium,5
X15KM9M8,Laptop,Electronics,Product_X374K,417.49,53,3,11x8x16 cm,2023-03-15,2024-01-01,QFPGQN,"SNO,L1U",Green/Large,2
H35W31OG,Smartphone,Electronics,Product_PXLUF,261.61,98,2,10x14x10 cm,2023-01-01,2024-01-01,FF9SUP,"M19,2M3",Red/Small,4
ATA2ZZ7U,Monitor,Home Appliances,Product_RFWX2,398.94,54,3,5x9x19 cm,2023-03-15,2024-01-01,FUP3SI,"4NC,4GV",Green/Large,5
BR3X7ESG,Headphones,Electronics,Product_2G66V,376.04,36,2,17x19x18 cm,2023-07-30,2025-01-01,Y38Q0C,"3CR,32U",Green/Large,2
IGXKR6CR,Headphones,Electronics,Product_RWI0J,314.41,35,3,8x13x6 cm,2023-03-15,2026-01-01,7OPM0V,"71O,GFL",Red/Small,5
0RM48RYM,Headphones,Clothing,Product_CUZGR,392.93,87,2,5x12x13 cm,2023-07-30,2025-01-01,GDG1SU,"K67,GBE",Red/Small,4
5EW1DFS8,Monitor,Electronics,Product_9CZ41,372.25,79,1,7x17x12 cm,2023-01-01,2026-01-01,TMDGD9,"OXV,5XV",Red/Small,4
4NAYEJN4,Smartphone,Electronics,Product_NDC87,88.11,51,1,16x15x15 cm,2023-03-15,2025-01-01,HEIQCC,"XRQ,CGQ",Red/Small,2
RPRXCIIK,Monitor,Home Appliances,Product_U8G7B,220.61,24,1,8x8x9 cm,2023-07-30,2025-01-01,2HOY3X,"UTA,RY1",Blue/Medium,4
0LH2SHI0,Smartphone,Electronics,Product_HB7AD,120.46,52,3,17x5x11 cm,2023-07-30,2025-01-01,K0JZLG,"FG2,1F7",Red/Small,3
KVFXQA1W,Smartphone,Electronics,Product_1JYLD,223.2,19,1,18x17x12 cm,2023-01-01,2025-01-01,00V1E5,"2WV,QU7",Green/Large,4
L38ICZ8E,Laptop,Home Appliances,Product_2ZK0T,19.36,34,2,8x20x10 cm,2023-07-30,2024-01-01,7KIHA5,"JTO,69I",Red/Small,1
FC0442EZ,Headphones,Home Appliances,Product_QDY4I,427.57,72,1,6x17x14 cm,2023-01-01,2025-01-01,YLMZ8D,"9WS,OB4",Red/Small,5
XLTBFC8A,Laptop,Electronics,Product_DJTZW,155.87,9,1,17x12x5 cm,2023-07-30,2025-01-01,PW1Q7D,"I9R,NJH",Red/Small,3
P6I4L0TC,Headphones,Clothing,Product_0WBOU,178.41,85,3,10x17x15 cm,2023-01-01,2024-01-01,ORJSSO,"8NY,CMA",Blue/Medium,3
LMDVKH9K,Headphones,Clothing,Product_BL7O4,89.38,1,3,18x13x16 cm,2023-03-15,2026-01-01,FECG3T,"9RE,KJ7",Green/Large,1
R8JX01X8,Smartphone,Clothing,Product_H29UR,99.64,7,1,18x8x11 cm,2023-01-01,2024-01-01,T5OY4J,"8X3,3NE",Blue/Medium,2
3HA60943,Headphones,Electronics,Product_NSHWC,290.83,87,2,20x19x8 cm,2023-01-01,2025-01-01,ORXUM7,"2EP,S4G",Red/Small,1
I7T5N1I6,Monitor,Electronics,Product_ZJGGL,69.91,57,2,10x14x6 cm,2023-03-15,2025-01-01,NK2WGD,"CVF,IJZ",Blue/Medium,1
LHPAYEOI,Monitor,Home Appliances,Product_60OV6,444.84,17,1,8x19x9 cm,2023-03-15,2026-01-01,5RC2GR,"KPI,3DN",Green/Large,2
UCJDNIE2,Smartphone,Home Appliances,Product_TBQQX,83.99,78,3,14x10x8 cm,2023-01-01,2026-01-01,YQFBI3,"NM6,9PU",Red/Small,2
C4QGTPXT,Monitor,Clothing,Product_PRKLM,412.72,67,1,12x15x12 cm,2023-03-15,2025-01-01,FTUCPW,"ZKV,RDA",Red/Small,2
9EMXOG2E,Monitor,Clothing,Product_IF0JN,220.58,76,1,9x7x16 cm,2023-07-30,2025-01-01,WSTL3W,"LBZ,2P9",Blue/Medium,5
P1Z1318E,Smartphone,Home Appliances,Product_C9TNM,467.43,26,2,13x8x20 cm,2023-01-01,2026-01-01,93T0RN,"519,JYO",Green/Large,1
TXAOEZIA,Headphones,Electronics,Product_I2V23,182.44,3,2,6x12x11 cm,2023-03-15,2025-01-01,N4SEMS,"ADF,Q2O",Green/Large,4
15CI17T4,Smartphone,Home Appliances,Product_J30S1,156.31,59,1,11x20x19 cm,2023-07-30,2026-01-01,ERS6VW,"ISU,32X",Red/Small,2
AZQS1KSF,Smartphone,Home Appliances,Product_NUD2O,184.57,11,1,12x10x9 cm,2023-01-01,2026-01-01,EH21SP,"HZH,V2H",Green/Large,4
KIXUOGQ3,Headphones,Home Appliances,Product_QSDZ5,211.9,50,3,10x16x14 cm,2023-01-01,2025-01-01,8AXWJ7,"GR4,PYZ",Blue/Medium,1
0WYELZG7,Headphones,Clothing,Product_JUW1O,351.16,24,1,15x9x9 cm,2023-03-15,2026-01-01,A5GOVJ,"LTY,KW7",Blue/Medium,1
ANM4GO51,Smartphone,Electronics,Product_MH687,225.22,77,3,12x12x13 cm,2023-03-15,2025-01-01,YY8WV1,"92U,Y27",Green/Large,1
XD14SGU9,Monitor,Home Appliances,Product_OLF40,230.46,28,3,15x7x9 cm,2023-03-15,2025-01-01,2SBCDU,"5YX,429",Red/Small,5
009PBHZ6,Monitor,Clothing,Product_X5GT4,70.47,62,2,6x7x16 cm,2023-03-15,2024-01-01,WZW3SG,"61Z,IC1",Red/Small,4
FOG3PKNH,Smartphone,Clothing,Product_Y43LM,378.3,31,3,7x14x13 cm,2023-07-30,2025-01-01,AO2XEW,"786,TQG",Blue/Medium,3
PR262QV6,Smartphone,Electronics,Product_D296Z,22.8,94,1,5x17x12 cm,2023-03-15,2025-01-01,74WF7Y,"2SQ,VNP",Blue/Medium,1
R883QG6N,Smartphone,Clothing,Product_J78NP,295.83,93,1,14x20x13 cm,2023-07-30,2025-01-01,3D13EW,"JBZ,VQU",Red/Small,4
WR3NO9XC,Laptop,Home Appliances,Product_HK92G,44.15,20,1,19x7x9 cm,2023-07-30,2026-01-01,G5QSNV,"49B,FJ2",Red/Small,3
Z94KWRAP,Laptop,Home Appliances,Product_3NAI4,243.68,18,3,20x9x15 cm,2023-03-15,2025-01-01,NWRO4I,"J3M,HST",Red/Small,2
LP4DW3LU,Smartphone,Electronics,Product_8FQJ8,436.49,11,3,13x6x10 cm,2023-01-01,2024-01-01,Q2ADJV,"QSW,6HJ",Green/Large,5
YOHU4IDR,Laptop,Home Appliances,Product_GJ02W,87.19,81,1,8x11x5 cm,2023-03-15,2026-01-01,119T2K,"GB6,P51",Green/Large,4
EAJY8F4Q,Laptop,Electronics,Product_XRXX1,284.47,6,3,7x16x10 cm,2023-01-01,2025-01-01,9BO855,"0CG,1G5",Green/Large,1
33N62RP7,Laptop,Clothing,Product_MTHEE,180.28,78,1,18x9x8 cm,2023-07-30,2024-01-01,Q3JKS9,"V1G,3T2",Blue/Medium,3
7ARXC3D5,Laptop,Clothing,Product_5VYKW,27.8,28,2,17x13x18 cm,2023-07-30,2026-01-01,0X3ZZT,"CHT,9Q1",Blue/Medium,1
EVTKRSPJ,Headphones,Electronics,Product_B3TPH,119.96,24,3,14x16x8 cm,2023-07-30,2025-01-01,S7X9WH,"QHY,TGP",Red/Small,5
BTSC30C9,Smartphone,Clothing,Product_Y6HOV,309.15,48,1,8x13x17 cm,2023-03-15,2024-01-01,V9KFL7,"BBZ,581",Green/Large,4
YTYKHVDF,Headphones,Electronics,Product_XVDIF,338.47,54,2,18x8x10 cm,2023-01-01,2026-01-01,2N4E5W,"S6P,EA7",Green/Large,2
FW91JPJ0,Laptop,Electronics,Product_CMKU5,188.08,73,2,19x6x10 cm,2023-03-15,2026-01-01,VJZJY9,"8KX,YET",Red/Small,3
SFSH3L1X,Smartphone,Home Appliances,Product_L9L51,305.82,48,2,6x18x19 cm,2023-07-30,2026-01-01,J2EHA9,"RFQ,Y8G",Red/Small,4
2KC896R8,Headphones,Home Appliances,Product_V4W3L,169.26,20,1,19x8x15 cm,2023-07-30,2025-01-01,S9S6C6,"RZI,NKX",Green/Large,2
QV6G2KEZ,Smartphone,Clothing,Product_B7A9S,412.78,52,1,16x14x15 cm,2023-07-30,2025-01-01,G5RL17,"Q0A,PTE",Green/Large,5
2SYGYI9A,Laptop,Clothing,Product_8THLD,31.24,4,2,12x14x5 cm,2023-07-30,2024-01-01,8E5B2X,"9FV,0WH",Red/Small,2
04LS0VT9,Laptop,Electronics,Product_UY3NI,22.26,28,2,16x16x12 cm,2023-07-30,2025-01-01,JKB501,"YGL,8ZE",Green/Large,2
A30KRZ8V,Monitor,Electronics,Product_MYPWQ,461.95,49,1,9x14x12 cm,2023-07-30,2024-01-01,QC3CUQ,"7FZ,26R",Red/Small,1
OZSHDJSO,Headphones,Clothing,Product_NM16B,325.08,86,2,20x15x15 cm,2023-03-15,2024-01-01,QF9XVI,"PT3,L0K",Green/Large,4
RUDH86VV,Smartphone,Electronics,Product_PJ65H,102.26,31,3,15x10x8 cm,2023-01-01,2026-01-01,N4BCS4,"M1Z,Q19",Blue/Medium,5
ZGC0VZKC,Smartphone,Home Appliances,Product_Q6ORM,477.78,73,3,14x6x16 cm,2023-07-30,2025-01-01,6PYVK3,"AV4,EQX",Green/Large,1
HNAYFS0D,Monitor,Clothing,Product_OL5E2,87.94,73,1,6x19x9 cm,2023-01-01,2026-01-01,IWWZD8,"G1V,80U",Red/Small,4
T3U490WW,Smartphone,Clothing,Product_1MHNU,452.7,13,2,19x14x20 cm,2023-01-01,2026-01-01,E411TX,"C8U,OEK",Blue/Medium,2
PS77NOJ4,Headphones,Clothing,Product_KFNU8,90.26,3,3,16x8x15 cm,2023-07-30,2026-01-01,U8471J,"LRI,S9B",Green/Large,4
J9R3NXQI,Headphones,Home Appliances,Product_IKAYE,180.27,99,2,19x14x6 cm,2023-01-01,2024-01-01,VCW5HT,"BLN,8MV",Red/Small,2
DCRTLZHR,Headphones,Electronics,Product_MAG35,154.22,46,2,19x19x5 cm,2023-03-15,2024-01-01,AV62O6,"AB5,AWK",Red/Small,1
9EOMFVG9,Headphones,Home Appliances,Product_92W06,80.09,26,2,6x12x11 cm,2023-07-30,2025-01-01,F4EKE4,"RL3,IQT",Blue/Medium,3
R8N5C4VZ,Headphones,Electronics,Product_J8D6Q,475.94,52,2,5x19x12 cm,2023-01-01,2025-01-01,ZMGO0G,"ZTN,YFN",Red/Small,5
V6C71WJI,Smartphone,Electronics,Product_NMU71,227.15,16,3,9x11x15 cm,2023-01-01,2024-01-01,HIVILM,"GP3,FPZ",Blue/Medium,4
QNGD8WG9,Monitor,Electronics,Product_J979K,141.07,56,2,17x11x17 cm,2023-03-15,2025-01-01,SO4SRH,"ZVK,IKX",Blue/Medium,3
WDMLKX0E,Laptop,Home Appliances,Product_UJ1TJ,75.6,46,1,7x9x16 cm,2023-01-01,2024-01-01,9J95QT,"QGF,A33",Red/Small,3
XAMV8R1B,Monitor,Electronics,Product_ILIAY,472.54,44,2,7x8x18 cm,2023-01-01,2025-01-01,RR90CB,"MDZ,SS3",Red/Small,1
ZPK2XX0D,Monitor,Home Appliances,Product_N35O6,259.07,19,3,13x13x13 cm,2023-03-15,2025-01-01,7MWL5M,"1IG,9SY",Red/Small,5
9HB76XI4,Monitor,Home Appliances,Product_L1A5O,423.46,98,1,14x13x10 cm,2023-03-15,2025-01-01,4YOSVK,"IZS,RG5",Blue/Medium,3
XO58B963,Smartphone,Home Appliances,Product_H94RV,423.5,20,2,19x6x20 cm,2023-07-30,2026-01-01,P7UKWY,"QDH,JCZ",Green/Large,5
6AEXV0T9,Monitor,Clothing,Product_6V0CY,83.99,10,3,8x12x13 cm,2023-01-01,2025-01-01,LA9NK1,"835,91D",Blue/Medium,3
COVD1IK3,Headphones,Home Appliances,Product_YY9XB,351.94,87,3,9x5x9 cm,2023-03-15,2025-01-01,FHO5ZE,"YSL,L5Q",Blue/Medium,4
LQ2I1K2Z,Monitor,Electronics,Product_G5NC3,363.88,16,2,7x10x20 cm,2023-01-01,2025-01-01,4D6CYH,"4ZE,P3D",Red/Small,1
T41UBNGH,Laptop,Electronics,Product_V3EJS,129.26,61,3,13x19x15 cm,2023-03-15,2025-01-01,C366OW,"V60,8X6",Blue/Medium,2
2VTITPAR,Smartphone,Home Appliances,Product_9O9X3,271.74,37,1,8x13x18 cm,2023-07-30,2024-01-01,K9NHWG,"337,1KT",Blue/Medium,4
N3U1G10B,Smartphone,Electronics,Product_HOPS1,191.06,42,3,5x11x5 cm,2023-07-30,2024-01-01,ENZQER,"KS5,02W",Blue/Medium,1
ZYAKQUG8,Laptop,Clothing,Product_E33Z1,73.53,66,1,6x5x10 cm,2023-03-15,2024-01-01,PSXL2F,"CGX,M8T",Green/Large,4
WSM0CNN1,Smartphone,Home Appliances,Product_1IHIE,357.1,98,1,17x17x10 cm,2023-07-30,2025-01-01,YCO3TN,"YP2,P0Q",Blue/Medium,5
1J1SFYGY,Laptop,Home Appliances,Product_7RH99,280.12,10,1,6x9x18 cm,2023-07-30,2026-01-01,YWJ8SA,"YL5,JRN",Red/Small,1
GA3CCU4K,Headphones,Clothing,Product_A20JS,129.88,37,1,7x18x19 cm,2023-07-30,2025-01-01,SE10CY,"911,W2W",Green/Large,2
L074YKC3,Laptop,Clothing,Product_I8ZOI,370.8,20,3,15x7x19 cm,2023-03-15,2025-01-01,R35X5H,"0LM,ZKA",Red/Small,2
BUC9KPJ6,Smartphone,Home Appliances,Product_40G7N,116.23,5,1,15x9x18 cm,2023-03-15,2024-01-01,A0E6WR,"6W6,W61",Blue/Medium,5
OUE3NHO2,Smartphone,Electronics,Product_O3LA2,377.5,83,3,11x13x9 cm,2023-03-15,2026-01-01,7ZJ9ZN,"66A,793",Red/Small,2
69SM0UBJ,Laptop,Electronics,Product_MSQNA,108.94,35,1,18x5x8 cm,2023-03-15,2026-01-01,A6S2B0,"P07,K4J",Green/Large,3
ZR9RA612,Headphones,Clothing,Product_U2OC8,93.23,49,1,18x20x19 cm,2023-07-30,2025-01-01,A7O3Y5,"RV4,24J",Blue/Medium,5
G1O7QKJC,Headphones,Clothing,Product_S4LBF,200.63,33,2,15x12x18 cm,2023-01-01,2026-01-01,9CX1FM,"XV1,84T",Red/Small,5
PQBCATKZ,Monitor,Electronics,Product_80AMG,457.64,74,3,5x11x5 cm,2023-03-15,2025-01-01,0PA34X,"WJ8,YS6",Green/Large,2
EKMBVDMY,Smartphone,Electronics,Product_DQ13E,420.86,19,2,19x13x16 cm,2023-07-30,2025-01-01,P5F8FO,"ARI,YWD",Blue/Medium,2
78XDZ1LJ,Laptop,Clothing,Product_8W2VP,96.08,81,2,13x20x15 cm,2023-01-01,2025-01-01,61FRLQ,"8WQ,KMM",Blue/Medium,5
5GRONW6G,Laptop,Home Appliances,Product_AB2PC,113.3,68,3,5x11x6 cm,2023-03-15,2025-01-01,USZ1U2,"JDR,KRS",Green/Large,1
CCKZG20J,Smartphone,Home Appliances,Product_0Y5SL,291.61,78,1,10x5x15 cm,2023-01-01,2025-01-01,OI33SU,"HZA,UX9",Red/Small,2
IU402ZUN,Smartphone,Home Appliances,Product_K2FZC,379.42,56,1,17x9x15 cm,2023-03-15,2024-01-01,QU3Z6F,"3XH,ZFR",Red/Small,3
WBM07Z7Y,Monitor,Electronics,Product_TYD4O,459.23,96,1,20x15x8 cm,2023-03-15,2026-01-01,RMFHDN,"YOT,M63",Blue/Medium,5
R1BY8YCP,Monitor,Clothing,Product_YA5Z4,185.55,42,1,6x13x8 cm,2023-01-01,2026-01-01,HYBB41,"I59,UW2",Green/Large,2
B7Q37ALC,Laptop,Clothing,Product_VS5SM,431.82,42,3,15x11x12 cm,2023-07-30,2024-01-01,SEGSX8,"83W,PVQ",Red/Small,1
Q3MAZEVM,Smartphone,Home Appliances,Product_I8QDN,38.26,5,1,16x8x18 cm,2023-01-01,2026-01-01,3URRCR,"HGG,YR3",Red/Small,2
NVN6L1OB,Smartphone,Electronics,Product_5QID9,204.06,71,2,7x9x12 cm,2023-01-01,2026-01-01,OA8IA6,"9RQ,2WB",Blue/Medium,5
25G73BKH,Smartphone,Clothing,Product_O224O,148.73,34,1,17x13x7 cm,2023-01-01,2024-01-01,ZUCMF5,"HJW,681",Blue/Medium,2
W6YR10L3,Laptop,Electronics,Product_4Y6OP,348.94,24,1,11x5x15 cm,2023-07-30,2026-01-01,21K02M,"DMR,NF8",Green/Large,2
SLMQG4M3,Monitor,Clothing,Product_KZGIJ,373.33,88,1,5x10x17 cm,2023-03-15,2024-01-01,BZVDYP,"A23,OHP",Green/Large,5
SNH956PI,Headphones,Clothing,Product_9JSSX,490.69,35,3,5x14x5 cm,2023-01-01,2025-01-01,JE8EGW,"UL1,8U3",Blue/Medium,5
EEG8J9ZQ,Headphones,Clothing,Product_ODUHS,28.1,92,2,7x11x16 cm,2023-01-01,2025-01-01,DWD7LC,"DQX,AFF",Blue/Medium,2
0SB8OV1O,Monitor,Electronics,Product_EODS2,388.67,39,1,17x10x17 cm,2023-07-30,2025-01-01,GC1A1J,"OVK,JZ9",Blue/Medium,1
F4QEAPU8,Headphones,Clothing,Product_LJ4EL,25.98,100,2,20x6x11 cm,2023-01-01,2025-01-01,J4C4M7,"IT1,VOA",Red/Small,4
97R4IC9T,Monitor,Clothing,Product_JF40M,478.48,18,3,19x6x13 cm,2023-03-15,2026-01-01,OL5LOK,"5DU,HJX",Red/Small,4
M4EU2D6Y,Laptop,Electronics,Product_WIML9,388.7,6,2,7x6x6 cm,2023-03-15,2024-01-01,TIEDK3,"2WF,41P",Green/Large,2
VIV5JXE5,Monitor,Electronics,Product_CLEPO,246.37,26,3,5x7x16 cm,2023-07-30,2024-01-01,PR94EI,"04Q,75X",Red/Small,1
4IHPL56J,Monitor,Electronics,Product_ZUQAR,214.18,5,1,6x16x18 cm,2023-01-01,2025-01-01,GRUUWF,"PN9,86V",Blue/Medium,1
V9LY45R4,Headphones,Electronics,Product_1RK82,342.29,52,2,18x16x6 cm,2023-01-01,2025-01-01,TCFDUX,"S42,FDA",Green/Large,4
IN0JX1OJ,Monitor,Clothing,Product_EQ0UH,431.56,43,3,5x17x11 cm,2023-07-30,2025-01-01,NUOD19,"FIS,UPC",Green/Large,3
W9J8QQUN,Monitor,Home Appliances,Product_8ZLC4,165.28,4,1,12x20x12 cm,2023-03-15,2025-01-01,TMOGZ1,"DB5,TUN",Blue/Medium,5
SLVK7X6P,Headphones,Clothing,Product_Y00GZ,208.19,85,3,16x14x17 cm,2023-03-15,2024-01-01,M20FGT,"WQP,1SR",Red/Small,1
5DC24W8V,Smartphone,Clothing,Product_RGYTQ,271.81,47,3,5x10x15 cm,2023-01-01,2025-01-01,3IYNEK,"MV1,V5C",Blue/Medium,4
